x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label,image_path
0.43587377667427063,0.5964319705963135,-5.472582529364445e-07,0.487108439207077,0.5500384569168091,-0.01305105909705162,0.5063856244087219,0.4640430808067322,-0.015414923429489136,0.5103023648262024,0.394796222448349,-0.020747462287545204,0.5236246585845947,0.3444393277168274,-0.021958129480481148,0.4775424003601074,0.41046398878097534,0.00832208152860403,0.4721349775791168,0.35146528482437134,-0.022990301251411438,0.47785478830337524,0.4049917161464691,-0.03999001532793045,0.4779278337955475,0.44863590598106384,-0.044359661638736725,0.44260549545288086,0.4202800989151001,0.0033562674652785063,0.43395110964775085,0.36224931478500366,-0.03132099658250809,0.4487060010433197,0.42756012082099915,-0.03879878297448158,0.4569970369338989,0.47260597348213196,-0.03214549645781517,0.409723699092865,0.43656694889068604,-0.007231131196022034,0.40490788221359253,0.3852815330028534,-0.04120219126343727,0.4237709045410156,0.44732195138931274,-0.029820628464221954,0.43287163972854614,0.48680779337882996,-0.010020586661994457,0.3773125410079956,0.4589650332927704,-0.019243672490119934,0.3808227777481079,0.4179464280605316,-0.03937589377164841,0.3960101306438446,0.46098220348358154,-0.0272689126431942,0.40265578031539917,0.490244060754776,-0.010558485053479671,a,processed_data\a\a_000.jpg
0.43642160296440125,0.586089015007019,-4.716182502306765e-07,0.48836737871170044,0.5429539680480957,-0.01340327039361,0.5083097219467163,0.46090903878211975,-0.015608190558850765,0.5094985961914062,0.3938969075679779,-0.020415592938661575,0.5192638635635376,0.34437525272369385,-0.02168148197233677,0.4783770740032196,0.40672242641448975,0.007087423000484705,0.4703414738178253,0.35301482677459717,-0.022942762821912766,0.4752125144004822,0.4037904143333435,-0.04020676389336586,0.47874125838279724,0.44786274433135986,-0.04504622146487236,0.4426403343677521,0.4166974127292633,0.00318024936132133,0.4328732192516327,0.36243903636932373,-0.031466249376535416,0.4463707506656647,0.42386460304260254,-0.040741510689258575,0.457976758480072,0.4699994921684265,-0.03524941951036453,0.40958350896835327,0.4326435625553131,-0.00592755526304245,0.40383589267730713,0.3857729136943817,-0.040613580495119095,0.42207273840904236,0.4453032910823822,-0.03276051580905914,0.43402886390686035,0.4857434928417206,-0.014940425753593445,0.3780626952648163,0.45468875765800476,-0.016219889745116234,0.380980521440506,0.4158187508583069,-0.03863716870546341,0.39451831579208374,0.45845845341682434,-0.029514256864786148,0.40290889143943787,0.4900130331516266,-0.014307375997304916,a,processed_data\a\a_000_bright.jpg
0.5539754629135132,0.6014209389686584,-7.222838007692189e-07,0.5068023204803467,0.5550987720489502,-0.010490653105080128,0.49118611216545105,0.4695795178413391,-0.011809957213699818,0.4899095594882965,0.4046728312969208,-0.017711495980620384,0.47874578833580017,0.3546365797519684,-0.01832924783229828,0.5186501145362854,0.4139750003814697,0.01829647086560726,0.5292060375213623,0.3550858795642853,-0.01604742370545864,0.5206896662712097,0.40881413221359253,-0.03274034336209297,0.5197421908378601,0.44981640577316284,-0.035198453813791275,0.5519963502883911,0.42119067907333374,0.01034307200461626,0.5628182888031006,0.3628728687763214,-0.025452541187405586,0.5426793694496155,0.4280683398246765,-0.03060719557106495,0.5380545854568481,0.46871280670166016,-0.020362261682748795,0.5856375694274902,0.43719327449798584,-0.0045746807008981705,0.5904130935668945,0.3896460235118866,-0.036934491246938705,0.5680370926856995,0.4496781527996063,-0.024728283286094666,0.5636842846870422,0.4864991307258606,-0.003777876263484359,0.6181014776229858,0.45979875326156616,-0.02131453901529312,0.6205975413322449,0.41762781143188477,-0.034706663340330124,0.600667417049408,0.4552060067653656,-0.02071182057261467,0.5968945026397705,0.48308268189430237,-0.003345019416883588,a,processed_data\a\a_000_flip.jpg
0.46397241950035095,0.5000424385070801,-5.522894070963957e-07,0.5070529580116272,0.4670451283454895,-0.010760529898107052,0.5280532836914062,0.4000624716281891,-0.012134413234889507,0.5355979204177856,0.3459121584892273,-0.01621151715517044,0.5543023347854614,0.31057363748550415,-0.01670077070593834,0.5062353610992432,0.3480221927165985,0.009705079719424248,0.5059152245521545,0.3021012842655182,-0.01769348606467247,0.5047144293785095,0.3493317663669586,-0.03222385421395302,0.5025148987770081,0.38531315326690674,-0.03559565171599388,0.47834479808807373,0.35162854194641113,0.005948806647211313,0.4759458303451538,0.30559200048446655,-0.024659981951117516,0.4795667231082916,0.36360082030296326,-0.029906025156378746,0.48322591185569763,0.40062934160232544,-0.022781649604439735,0.45134827494621277,0.3602396845817566,-0.0029206268955022097,0.4501943588256836,0.31898972392082214,-0.03428398072719574,0.4566797614097595,0.3755299746990204,-0.024972129613161087,0.4613005220890045,0.410207062959671,-0.0072371261194348335,0.424460232257843,0.3740052580833435,-0.012861187569797039,0.42849576473236084,0.34058356285095215,-0.031648844480514526,0.4348878264427185,0.38029277324676514,-0.02207069844007492,0.43863868713378906,0.4081134796142578,-0.007721634116023779,a,processed_data\a\a_001.jpg
0.46470412611961365,0.49977147579193115,-5.254714210423117e-07,0.5076643824577332,0.46726828813552856,-0.01116724219173193,0.529334545135498,0.40003979206085205,-0.012751411646604538,0.5371754169464111,0.3459444046020508,-0.016958044841885567,0.5568360090255737,0.3107181191444397,-0.01755719818174839,0.5038257837295532,0.34909433126449585,0.008540104143321514,0.5026783347129822,0.3002605438232422,-0.018377404659986496,0.5027964115142822,0.3467722535133362,-0.03257429227232933,0.5020881295204163,0.38319647312164307,-0.03579983860254288,0.4763621687889099,0.35410141944885254,0.0050893910229206085,0.47318896651268005,0.3063364624977112,-0.025683511048555374,0.4766692519187927,0.36320310831069946,-0.03164326772093773,0.4811081290245056,0.40131351351737976,-0.02500566467642784,0.44989481568336487,0.36335691809654236,-0.0033520078286528587,0.44813570380210876,0.320560097694397,-0.03475020453333855,0.4542311131954193,0.37593990564346313,-0.026403626427054405,0.45995426177978516,0.41188833117485046,-0.009240861050784588,0.42431432008743286,0.37738531827926636,-0.012886691838502884,0.4278494119644165,0.34252122044563293,-0.032424550503492355,0.43377935886383057,0.38093775510787964,-0.02393205091357231,0.43831339478492737,0.41006049513816833,-0.010167689062654972,a,processed_data\a\a_001_bright.jpg
0.531395435333252,0.5035566091537476,-6.327675805550825e-07,0.4871654510498047,0.4691275358200073,-0.009207673370838165,0.46714308857917786,0.40038836002349854,-0.011457123793661594,0.4608433246612549,0.3476799428462982,-0.017811870202422142,0.4379785358905792,0.3151625990867615,-0.020477868616580963,0.48938852548599243,0.3511706590652466,0.012315352447330952,0.49491390585899353,0.3040335476398468,-0.016984358429908752,0.49281516671180725,0.35112881660461426,-0.03207404911518097,0.4954250454902649,0.38663139939308167,-0.0354619175195694,0.5171892642974854,0.35431715846061707,0.0053714569658041,0.5237483978271484,0.30593395233154297,-0.025740625336766243,0.5139056444168091,0.3646869957447052,-0.03038838878273964,0.5134867429733276,0.400664746761322,-0.02267698384821415,0.5448675751686096,0.36384469270706177,-0.00712251290678978,0.5480169653892517,0.32074683904647827,-0.03618158772587776,0.534604012966156,0.37586790323257446,-0.02586742863059044,0.5330694317817688,0.41110968589782715,-0.008150439709424973,0.5727263689041138,0.37809237837791443,-0.02109474316239357,0.5745172500610352,0.3398905098438263,-0.034624140709638596,0.5605560541152954,0.37299880385398865,-0.023256758227944374,0.5569737553596497,0.39912208914756775,-0.00881320983171463,a,processed_data\a\a_001_flip.jpg
0.45258158445358276,0.5026005506515503,-4.297010320897243e-07,0.4871082901954651,0.47804415225982666,-0.02491157315671444,0.5101255178451538,0.41955307126045227,-0.0329919308423996,0.5158548355102539,0.36540740728378296,-0.04061290621757507,0.5377177000045776,0.3280238211154938,-0.043599508702754974,0.4917844533920288,0.3634074330329895,-0.0012585303047671914,0.4844616651535034,0.32772770524024963,-0.03137154132127762,0.4803999364376068,0.3756628930568695,-0.04711829870939255,0.4806857407093048,0.4134335219860077,-0.05071558803319931,0.46088021993637085,0.3653091490268707,0.0031063039787113667,0.45245563983917236,0.3317255675792694,-0.032202403992414474,0.45407843589782715,0.38722726702690125,-0.04117561876773834,0.4610254764556885,0.425686776638031,-0.03547920659184456,0.4343395531177521,0.3731187582015991,0.001300688600167632,0.4258805215358734,0.34304460883140564,-0.03535056114196777,0.4315294325351715,0.396375447511673,-0.033318743109703064,0.44215649366378784,0.43490368127822876,-0.018295977264642715,0.4134521484375,0.3850269615650177,-0.00234344694763422,0.4064915180206299,0.36157548427581787,-0.027734315022826195,0.40905797481536865,0.394234299659729,-0.026910198852419853,0.4162662625312805,0.4219139516353607,-0.016591373831033707,a,processed_data\a\a_002.jpg
0.4537358283996582,0.4947325587272644,-4.151058874413138e-07,0.4865334630012512,0.4721749722957611,-0.02123965509235859,0.5081508159637451,0.41579824686050415,-0.02771419659256935,0.5149906277656555,0.36481374502182007,-0.03392396122217178,0.5353562235832214,0.33031225204467773,-0.036181412637233734,0.4907303750514984,0.3641775846481323,-0.0015831406926736236,0.48397690057754517,0.3328389525413513,-0.02928106114268303,0.48050791025161743,0.3773449957370758,-0.04364874213933945,0.4822361171245575,0.4115350842475891,-0.046817269176244736,0.4629388749599457,0.36528217792510986,0.0018574163550511003,0.4539414644241333,0.33770066499710083,-0.030950171872973442,0.45540207624435425,0.3894760310649872,-0.038987066596746445,0.461789071559906,0.4251724183559418,-0.03360913321375847,0.439203143119812,0.37008172273635864,-0.00017274203128181398,0.43076184391975403,0.3471924066543579,-0.03395538777112961,0.4351860284805298,0.39708322286605835,-0.031806617975234985,0.4441181421279907,0.43281760811805725,-0.017975224182009697,0.4200044572353363,0.37894493341445923,-0.003694209037348628,0.4161441922187805,0.35823604464530945,-0.026775889098644257,0.4187818765640259,0.3924616873264313,-0.025238413363695145,0.4254203736782074,0.42075636982917786,-0.015193460509181023,a,processed_data\a\a_002_bright.jpg
0.5354848504066467,0.496628999710083,-4.4369318175085937e-07,0.5024338960647583,0.47186997532844543,-0.01920919120311737,0.48665139079093933,0.41994690895080566,-0.025690985843539238,0.47957244515419006,0.3736710548400879,-0.03201763331890106,0.46090343594551086,0.3400486707687378,-0.0349031537771225,0.5022820830345154,0.3648865818977356,-0.0003252023598179221,0.511252760887146,0.3341088891029358,-0.027119651436805725,0.5137158632278442,0.3721127510070801,-0.04297872260212898,0.512652575969696,0.40586239099502563,-0.047274306416511536,0.529522180557251,0.36525872349739075,0.001080789603292942,0.5396764278411865,0.3361901342868805,-0.028602154925465584,0.5338517427444458,0.3865058124065399,-0.037873074412345886,0.5291585922241211,0.4246561527252197,-0.03406611084938049,0.5535607933998108,0.3737425208091736,-0.002151132794097066,0.5616969466209412,0.35180792212486267,-0.03305146470665932,0.5502792000770569,0.3962695598602295,-0.03183740749955177,0.5450756549835205,0.4314952790737152,-0.019765598699450493,0.5733780860900879,0.38784581422805786,-0.006524172145873308,0.5767464637756348,0.3714069128036499,-0.02754092961549759,0.564716100692749,0.40331825613975525,-0.02442994900047779,0.5592483282089233,0.43080398440361023,-0.013967213220894337,a,processed_data\a\a_002_flip.jpg
0.47005289793014526,0.527538537979126,-4.935415063300752e-07,0.5063491463661194,0.5006145238876343,-0.016077149659395218,0.5273363590240479,0.43651631474494934,-0.02149098739027977,0.5335606932640076,0.3816201686859131,-0.027672309428453445,0.5519765615463257,0.3445209860801697,-0.030049078166484833,0.5062945485115051,0.3830593228340149,-0.0013140661176294088,0.5040214657783508,0.3432992696762085,-0.030947301536798477,0.503898024559021,0.39078760147094727,-0.04646115005016327,0.5044894218444824,0.4273640215396881,-0.05032682418823242,0.4772147536277771,0.38886916637420654,-0.0023683670442551374,0.4752648174762726,0.347679078578949,-0.03308941051363945,0.47967711091041565,0.40218493342399597,-0.037895526736974716,0.4847119152545929,0.43689820170402527,-0.03156236559152603,0.45005130767822266,0.39979714155197144,-0.008497769944369793,0.44930124282836914,0.35985466837882996,-0.039945073425769806,0.456906259059906,0.4132319390773773,-0.03038954921066761,0.4627869129180908,0.4461081027984619,-0.01348995603621006,0.42425552010536194,0.41522344946861267,-0.015995832160115242,0.4275524616241455,0.38398513197898865,-0.03616800159215927,0.4341169595718384,0.4220499098300934,-0.027639610692858696,0.4380882978439331,0.44846874475479126,-0.014239301905035973,a,processed_data\a\a_003.jpg
